parcel_id,village,district,taluk,digital_block_no,survey_no,subdivision_no,parcel_area_sq_m,parcel_area_ha,land_use,centroid_latitude,centroid_longitude,elevation_m,slope_degree,rainfall_24h_mm,rainfall_7day_mm,flood_depth_m,flood_probability,landslide_probability,distance_to_river_m,distance_to_road_m,population_density_per_sq_km,building_density,soil_moisture_index,risk_score,risk_level,risk_rank_within_village,relocation_screening,recommended_action,hazard_screening_basis,cadastral_status,geometry_status,property_boundary_status,data_status,official_cadastral_boundary,usable_for_prototype,usable_as_legal_land_record
DEMO-02-0057,Kuppadithara,Wayanad,Vythiri,DEMO-02-13,DEMO-02/682,1,7533.4,0.7533,Agriculture,11.6313282,76.0129528,761.1,21.6,57.6,268.2,0.22,0.142,0.367,2242.2,327.9,538.2,0.059,0.873,29.4,MEDIUM,20,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0058,Kuppadithara,Wayanad,Vythiri,DEMO-02-10,DEMO-02/876,5,5249.9,0.525,Agriculture,11.6311655,76.0142946,881.9,17.6,119.8,114.0,0.63,0.617,0.508,1230.3,1146.0,483.9,0.375,0.77,46.7,MEDIUM,200,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0059,Kuppadithara,Wayanad,Vythiri,DEMO-02-07,DEMO-02/435,7,4720.8,0.4721,Plantation,11.6312683,76.0155082,660.6,3.1,43.6,450.8,0.4,0.152,0.108,298.9,1025.1,1330.4,0.482,0.562,25.9,MEDIUM,12,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0060,Kuppadithara,Wayanad,Vythiri,DEMO-02-03,DEMO-02/464,9,3911.9,0.3912,Mixed,11.6313229,76.0167169,804.9,19.3,195.0,609.7,0.68,0.329,0.438,1026.2,686.7,205.4,0.024,0.658,44.8,MEDIUM,181,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0061,Kuppadithara,Wayanad,Vythiri,DEMO-02-12,DEMO-02/808,4,5506.9,0.5507,Agriculture,11.6310471,76.0176421,920.5,19.6,142.3,268.2,0.01,0.077,0.51,1895.1,1041.9,541.6,0.384,0.674,36.5,MEDIUM,71,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0062,Kuppadithara,Wayanad,Vythiri,DEMO-02-10,DEMO-02/485,5,6929.4,0.6929,Residential,11.6311029,76.019108,914.6,23.8,95.2,580.6,0.43,0.4,0.441,2376.0,105.3,1334.0,0.13,0.506,40.5,MEDIUM,120,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0063,Kuppadithara,Wayanad,Vythiri,DEMO-02-19,DEMO-02/273,9,6921.3,0.6921,Mixed,11.6312753,76.0198359,751.9,16.4,202.5,485.7,0.93,0.476,0.322,1450.4,142.0,1300.8,0.388,0.781,49.3,MEDIUM,219,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0064,Kuppadithara,Wayanad,Vythiri,DEMO-02-03,DEMO-02/174,6,6120.4,0.612,Mixed,11.631087,76.0213002,679.7,16.1,111.3,168.4,0.79,0.34,0.439,606.0,371.4,1441.2,0.03,0.877,45.0,MEDIUM,182,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0065,Kuppadithara,Wayanad,Vythiri,DEMO-02-19,DEMO-02/238,1,7089.3,0.7089,Forest-fringe,11.6313913,76.0223476,820.7,24.2,103.3,487.5,0.36,0.125,0.641,1104.2,417.2,654.2,0.068,0.519,42.8,MEDIUM,147,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0066,Kuppadithara,Wayanad,Vythiri,DEMO-02-09,DEMO-02/220,2,5108.5,0.5108,Mixed,11.6313003,76.0233068,1025.7,16.5,158.4,190.3,0.83,0.729,0.499,715.6,386.5,796.4,0.554,0.55,53.0,HIGH,237,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0067,Kuppadithara,Wayanad,Vythiri,DEMO-02-05,DEMO-02/830,4,2926.3,0.2926,Mixed,11.6314134,76.0245106,835.9,11.1,129.8,561.1,0.83,0.783,0.169,2067.2,577.5,1482.9,0.284,0.629,41.3,MEDIUM,129,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0068,Kuppadithara,Wayanad,Vythiri,DEMO-02-17,DEMO-02/266,6,5159.6,0.516,Forest-fringe,11.6310211,76.0257484,663.3,6.7,167.8,181.4,0.26,0.325,0.376,2045.2,664.7,1117.2,0.609,0.733,39.3,MEDIUM,106,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0069,Kuppadithara,Wayanad,Vythiri,DEMO-02-07,DEMO-02/718,5,2805.1,0.2805,Agriculture,11.6314799,76.027054,667.6,17.6,181.7,395.7,0.9,0.831,0.526,1552.6,645.9,785.4,0.595,0.667,58.0,HIGH,245,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0070,Kuppadithara,Wayanad,Vythiri,DEMO-02-05,DEMO-02/70,8,3929.1,0.3929,Forest-fringe,11.6312734,76.0281888,707.5,19.0,72.3,179.0,0.5,0.415,0.323,1379.5,1160.9,1548.7,0.393,0.398,40.3,MEDIUM,117,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0071,Kuppadithara,Wayanad,Vythiri,DEMO-02-11,DEMO-02/735,5,4155.0,0.4155,Agriculture,11.6311291,76.0290379,669.8,17.8,203.4,341.8,0.5,0.669,0.339,1975.5,813.3,1631.9,0.531,0.851,51.6,HIGH,229,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0072,Kuppadithara,Wayanad,Vythiri,DEMO-02-05,DEMO-02/764,4,1559.8,0.156,Agriculture,11.6313404,76.0301216,1002.1,2.3,196.4,242.5,0.57,0.701,0.294,797.6,951.4,772.1,0.2,0.566,41.9,MEDIUM,138,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0073,Kuppadithara,Wayanad,Vythiri,DEMO-02-09,DEMO-02/435,7,1836.9,0.1837,Forest-fringe,11.6313485,76.0312631,764.5,3.5,89.0,169.8,0.54,0.289,0.249,2397.9,386.3,169.8,0.498,0.293,26.7,MEDIUM,14,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0074,Kuppadithara,Wayanad,Vythiri,DEMO-02-02,DEMO-02/915,6,3153.7,0.3154,Forest-fringe,11.6312004,76.0328328,687.2,3.5,78.6,502.7,0.53,0.233,0.062,1611.5,841.4,1744.4,0.428,0.618,27.1,MEDIUM,16,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0075,Kuppadithara,Wayanad,Vythiri,DEMO-02-10,DEMO-02/458,6,6592.6,0.6593,Plantation,11.6309973,76.0337713,1029.2,4.1,37.4,593.3,0.46,0.682,0.122,1082.0,534.7,1564.5,0.465,0.456,30.7,MEDIUM,25,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0076,Kuppadithara,Wayanad,Vythiri,DEMO-02-11,DEMO-02/151,6,6494.5,0.6494,Agriculture,11.6325219,76.0063617,890.6,9.3,119.8,470.2,0.01,0.276,0.179,400.3,215.7,159.8,0.022,0.425,26.6,MEDIUM,13,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0077,Kuppadithara,Wayanad,Vythiri,DEMO-02-09,DEMO-02/25,5,4204.3,0.4204,Forest-fringe,11.6326707,76.0072628,812.8,10.3,38.6,443.8,0.54,0.55,0.377,879.4,1146.6,938.4,0.267,0.558,36.8,MEDIUM,75,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0078,Kuppadithara,Wayanad,Vythiri,DEMO-02-09,DEMO-02/208,7,5806.5,0.5806,Forest-fringe,11.6325833,76.0085192,984.7,22.1,74.7,386.2,0.55,0.538,0.333,1386.6,538.8,267.6,0.528,0.4,38.7,MEDIUM,96,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0079,Kuppadithara,Wayanad,Vythiri,DEMO-02-18,DEMO-02/87,6,1551.7,0.1552,Forest-fringe,11.6323663,76.009744,928.8,14.7,195.6,267.2,0.34,0.349,0.33,1854.3,989.0,1414.1,0.406,0.296,42.0,MEDIUM,140,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0080,Kuppadithara,Wayanad,Vythiri,DEMO-02-19,DEMO-02/352,2,4107.6,0.4108,Agriculture,11.6322644,76.0109128,1044.0,4.3,213.0,286.3,0.76,0.686,0.186,735.5,267.7,1214.5,0.285,0.619,43.3,MEDIUM,158,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0081,Kuppadithara,Wayanad,Vythiri,DEMO-02-15,DEMO-02/762,2,5252.0,0.5252,Forest-fringe,11.6323352,76.0118336,688.4,19.0,73.3,310.1,0.34,0.511,0.381,1329.9,956.8,1122.5,0.07,0.495,39.7,MEDIUM,110,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0082,Kuppadithara,Wayanad,Vythiri,DEMO-02-16,DEMO-02/439,8,5288.9,0.5289,Mixed,11.6327218,76.0131742,947.1,18.9,104.7,600.8,0.38,0.504,0.57,1772.3,963.1,492.3,0.578,0.532,44.3,MEDIUM,170,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0083,Kuppadithara,Wayanad,Vythiri,DEMO-02-07,DEMO-02/606,4,3036.6,0.3037,Mixed,11.6325953,76.0143371,940.9,22.3,38.6,176.0,1.03,0.427,0.488,1328.5,1036.8,364.9,0.612,0.869,42.7,MEDIUM,145,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0084,Kuppadithara,Wayanad,Vythiri,DEMO-02-14,DEMO-02/297,2,1683.4,0.1683,Forest-fringe,11.6326679,76.0155377,712.7,15.7,198.7,595.4,0.32,0.208,0.51,1313.6,338.3,89.7,0.064,0.88,41.8,MEDIUM,137,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0085,Kuppadithara,Wayanad,Vythiri,DEMO-02-16,DEMO-02/613,6,3736.5,0.3736,Mixed,11.6326892,76.0167025,840.6,14.1,104.7,545.3,0.2,0.391,0.368,1008.2,1123.3,1678.8,0.579,0.629,40.9,MEDIUM,122,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0086,Kuppadithara,Wayanad,Vythiri,DEMO-02-20,DEMO-02/262,3,2380.8,0.2381,Residential,11.6325753,76.0174742,1048.1,12.8,46.3,492.9,0.67,0.696,0.272,1790.6,214.4,939.9,0.204,0.519,34.6,MEDIUM,55,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0087,Kuppadithara,Wayanad,Vythiri,DEMO-02-11,DEMO-02/114,2,6843.9,0.6844,Mixed,11.6325011,76.0188714,881.1,19.8,64.0,421.7,0.0,0.138,0.388,1801.4,677.4,1271.6,0.153,0.405,31.3,MEDIUM,27,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0088,Kuppadithara,Wayanad,Vythiri,DEMO-02-16,DEMO-02/256,2,2499.8,0.25,Plantation,11.6323934,76.0198096,889.4,4.7,77.2,444.8,0.71,0.788,0.124,1802.6,594.4,523.4,0.561,0.819,32.8,MEDIUM,41,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0089,Kuppadithara,Wayanad,Vythiri,DEMO-02-11,DEMO-02/566,9,5953.7,0.5954,Mixed,11.6327096,76.0211468,981.9,18.8,144.5,512.6,0.22,0.359,0.512,2409.2,389.9,1210.6,0.172,0.801,41.2,MEDIUM,125,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0090,Kuppadithara,Wayanad,Vythiri,DEMO-02-20,DEMO-02/179,1,3997.7,0.3998,Forest-fringe,11.6325846,76.0223027,755.2,12.9,179.2,207.0,1.12,0.821,0.43,1644.9,429.6,1161.4,0.217,0.664,53.7,HIGH,238,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0091,Kuppadithara,Wayanad,Vythiri,DEMO-02-18,DEMO-02/735,4,5127.6,0.5128,Agriculture,11.632431,76.0234145,971.9,17.3,90.4,370.0,0.65,0.499,0.456,1258.9,226.4,1286.7,0.068,0.861,42.5,MEDIUM,144,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0092,Kuppadithara,Wayanad,Vythiri,DEMO-02-20,DEMO-02/599,5,7458.5,0.7458,Mixed,11.6323758,76.0244264,771.9,23.6,37.9,318.9,0.64,0.619,0.428,701.5,89.6,1752.5,0.236,0.641,46.9,MEDIUM,203,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0093,Kuppadithara,Wayanad,Vythiri,DEMO-02-13,DEMO-02/599,6,514.6,0.0515,Forest-fringe,11.632718,76.0255449,854.2,9.9,55.9,594.8,0.3,0.258,0.403,654.8,140.7,660.7,0.078,0.687,31.4,MEDIUM,28,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0094,Kuppadithara,Wayanad,Vythiri,DEMO-02-05,DEMO-02/542,8,3140.2,0.314,Mixed,11.6327386,76.0270408,766.4,17.8,86.5,179.4,0.41,0.465,0.517,2181.4,1154.3,1612.0,0.293,0.428,43.6,MEDIUM,162,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0095,Kuppadithara,Wayanad,Vythiri,DEMO-02-11,DEMO-02/22,9,5376.0,0.5376,Mixed,11.6327321,76.0282368,846.4,11.2,176.8,531.2,0.91,0.834,0.229,1078.0,405.5,722.2,0.1,0.736,45.6,MEDIUM,188,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0096,Kuppadithara,Wayanad,Vythiri,DEMO-02-16,DEMO-02/422,8,5994.3,0.5994,Forest-fringe,11.632196,76.0292868,869.9,8.4,53.5,505.8,0.0,0.061,0.293,1223.5,452.5,1168.0,0.045,0.467,23.8,LOW,4,CANDIDATE_FOR_FURTHER_ASSESSMENT,Normal monitoring,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0097,Kuppadithara,Wayanad,Vythiri,DEMO-02-15,DEMO-02/338,8,7387.0,0.7387,Residential,11.6327031,76.030361,778.0,8.8,118.3,328.3,0.44,0.842,0.195,1828.6,1149.3,1588.9,0.468,0.641,41.2,MEDIUM,125,CONDITIONAL_REVIEW_REQUIRED,Monitor and apply mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
DEMO-02-0098,Kuppadithara,Wayanad,Vythiri,DEMO-02-04,DEMO-02/173,1,5447.4,0.5447,Agriculture,11.6324072,76.0313828,655.7,23.6,146.8,227.0,0.89,0.492,0.597,2328.3,65.5,285.2,0.396,0.616,51.0,HIGH,227,NOT_RECOMMENDED_UNDER_DEMO_MODEL,High caution / prioritize mitigation,Synthetic parcel risk score from supplied demo dataset; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
